Conference,Subfield,Paper
KDD22,Software and application security,Reliable Representations Make A Stronger Defender: Unsupervised Structure Refinement for Robust GNN
KDD22,Intrusion$anomaly detection and malware mitigation,PAC-Wrap: Semi-Supervised PAC Anomaly Detection
KDD22,Security services,FedWalk: Communication Efficient Federated Unsupervised Node Embedding with Differential Privacy
KDD22,Software and application security,MetaV: A Meta-Verifier Approach to Task-Agnostic Model Fingerprinting
KDD22,Security services,Releasing Private Data for Numerical Queries
KDD22,Human and societal aspects of security and privacy,Synthesising Audio Adversarial Examples for Automatic Speech Recognition
KDD22,Database and storage security,A Model-Agnostic Approach to Differentially Private Topic Mining
KDD22,Human and societal aspects of security and privacy,Availability Attacks Create Shortcuts
KDD22,Intrusion$anomaly detection and malware mitigation,FLDetector: Defending Federated Learning Against Model Poisoning Attacks via Detecting Malicious Clients
KDD22,Security services,ILASR: Privacy-Preserving Incremental Learning for Automatic Speech Recognition at Production Scale
KDD22,Systems security,EdgeWatch: Collaborative Investigation of Data Integrity at the Edge based on Blockchain
KDD22,Security services/Software and application security,FedAttack: Effective and Covert Poisoning Attack on Federated Recommendation via Hard Sampling
